id,image_path,question,choices,num_choices,answer,hint,lecture,solution,task,grade,subject,topic,category,skill
train_12711,images/train/train_12711.png,Which is the main persuasive appeal used in this ad?,"[""logos (reason)"", ""ethos (character)"", ""pathos (emotion)""]",3,1,,"The purpose of an advertisement is to persuade people to do something. To accomplish this purpose, advertisements use three types of persuasive strategies, or appeals:
Appeals to ethos, or character, show that the writer or speaker is trustworthy or is an authority on a subject. An ad that appeals to ethos might do one of the following:
say that a brand has been trusted for many years
note that a brand is recommended by a respected organization or celebrity
include a quote from a ""real person"" who shares the audience's values
Appeals to logos, or reason, use logic and specific evidence. An ad that appeals to logos might do one of the following:
use graphs or charts to display information
mention the results of scientific studies
explain the science behind a product or service
Appeals to pathos, or emotion, use feelings rather than facts to persuade the audience. An ad that appeals to pathos might do one of the following:
trigger a fear, such as the fear of embarrassment
appeal to a desire, such as the desire to appear attractive
link the product to a positive feeling, such as adventure, love, or luxury","The ad appeals to ethos, or character. It notes that the product is recommended by professionals.",closed choice,grade7,language science,writing-strategies,Persuasive strategies,"Identify appeals to ethos, pathos, and logos in advertisements"
train_07378,images/train/train_07378.png,"Is apple juice a solid, a liquid, or a gas?","[""a gas"", ""a liquid"", ""a solid""]",3,1,,"Solid, liquid, and gas are states of matter. Matter is anything that takes up space. Matter can come in different states, or forms.
When matter is a solid, it has a definite volume and a definite shape. So, a solid has a size and shape of its own.
Some solids can be easily folded, bent, or broken. A piece of paper is a solid. Also, some solids are very small. A grain of sand is a solid.
When matter is a liquid, it has a definite volume but not a definite shape. So, a liquid has a size of its own, but it does not have a shape of its own. Think about pouring juice from a bottle into a cup. The juice still takes up the same amount of space, but it takes the shape of the bottle.
Some liquids do not pour as easily as others. Honey and milk are both liquids. But pouring honey takes more time than pouring milk.
When matter is a gas, it does not have a definite volume or a definite shape. A gas expands, or gets bigger, until it completely fills a space. A gas can also get smaller if it is squeezed into a smaller space.
Many gases are invisible. Air is a gas.","Apple juice is a liquid. A liquid takes the shape of any container it is in.
If you pour apple juice into a different container, the apple juice will take the shape of that container. But the apple juice will still take up the same amount of space.",closed choice,grade3,natural science,physics,States of matter,"Classify matter as solid, liquid, or gas"
train_06185,images/train/train_06185.png,Which statement describes the Sahara Desert ecosystem?,"[""It has a small amount of rain."", ""It has only a few types of organisms."", ""It has thick, moist soil""]",3,0,"Figure: Sahara Desert.
The Sahara Desert in northern Africa is the largest hot desert in the world. Less than one-fifth of this desert is covered in sand dunes. Most of the Sahara Desert is covered by bare rock, gravel, and pebbles!","An environment includes all of the biotic, or living, and abiotic, or nonliving, things in an area. An ecosystem is created by the relationships that form among the biotic and abiotic parts of an environment.
There are many different types of terrestrial, or land-based, ecosystems. Here are some ways in which terrestrial ecosystems can differ from each other:
the pattern of weather, or climate
the type of soil
the organisms that live there","A hot desert is a type of ecosystem. Hot deserts have the following features: a small amount of rain, dry, thin soil, many different types of organisms, and It has thick, moist soil. So, the following statement describes the Sahara Desert ecosystem: a small amount of rain, dry, thin soil, many different types of organisms, and It has thick, moist soil. It has a small amount of rain. The following statements do not describe the Sahara Desert: a small amount of rain, dry, thin soil, many different types of organisms, and It has thick, moist soil. It has only a few types of organisms.",closed choice,grade7,natural science,biology,Ecosystems,Describe ecosystems
train_01589,images/train/train_01589.png,Select the organism in the same genus as the blue jay.,"[""Goura cristata"", ""Cyanocitta cristata"", ""Lonicera maackii""]",3,1,This organism is a blue jay. Its scientific name is Cyanocitta cristata.,"Scientists use scientific names to identify organisms. Scientific names are made of two words.
The first word in an organism's scientific name tells you the organism's genus. A genus is a group of organisms that share many traits.
A genus is made up of one or more species. A species is a group of very similar organisms. The second word in an organism's scientific name tells you its species within its genus.
Together, the two parts of an organism's scientific name identify its species. For example Ursus maritimus and Ursus americanus are two species of bears. They are part of the same genus, Ursus. But they are different species within the genus. Ursus maritimus has the species name maritimus. Ursus americanus has the species name americanus.
Both bears have small round ears and sharp claws. But Ursus maritimus has white fur and Ursus americanus has black fur.
","A blue jay's scientific name is Cyanocitta cristata. The first word of its scientific name is Cyanocitta.
This organism and the blue jay are in the same genus and the same species! Both organisms have the same scientific name, Cyanocitta cristata.
Goura cristata and Cyanocitta cristata are not in the same genus.
These organisms are not in the same genus, but part of their scientific names is the same. Goura cristata and Cyanocitta cristata have the same species name within their genus, cristata. But the first words of their scientific names are different. Goura cristata is in the genus Goura, and Cyanocitta cristata is in the genus Cyanocitta.
Lonicera maackii is in the genus Lonicera. The first word of its scientific name is Lonicera. So, Lonicera maackii and Cyanocitta cristata are not in the same genus.",closed choice,grade5,natural science,biology,Scientific names,Use scientific names to classify organisms
train_02199,images/train/train_02199.png,Select the organism in the same genus as the blue jay.,"[""Strix aluco"", ""Cyanocitta stelleri"", ""Larus occidentalis""]",3,1,This organism is a blue jay. Its scientific name is Cyanocitta cristata.,"Scientists use scientific names to identify organisms. Scientific names are made of two words.
The first word in an organism's scientific name tells you the organism's genus. A genus is a group of organisms that share many traits.
A genus is made up of one or more species. A species is a group of very similar organisms. The second word in an organism's scientific name tells you its species within its genus.
Together, the two parts of an organism's scientific name identify its species. For example Ursus maritimus and Ursus americanus are two species of bears. They are part of the same genus, Ursus. But they are different species within the genus. Ursus maritimus has the species name maritimus. Ursus americanus has the species name americanus.
Both bears have small round ears and sharp claws. But Ursus maritimus has white fur and Ursus americanus has black fur.
","A blue jay's scientific name is Cyanocitta cristata. The first word of its scientific name is Cyanocitta.
Strix aluco is in the genus Strix. The first word of its scientific name is Strix. So, Strix aluco and Cyanocitta cristata are not in the same genus.
Larus occidentalis is in the genus Larus. The first word of its scientific name is Larus. So, Larus occidentalis and Cyanocitta cristata are not in the same genus.
Cyanocitta stelleri is in the genus Cyanocitta. The first word of its scientific name is Cyanocitta. So, Cyanocitta stelleri and Cyanocitta cristata are in the same genus.",closed choice,grade4,natural science,biology,Scientific names,Use scientific names to classify organisms
train_06471,images/train/train_06471.png,Select the mammal below.,"[""kangaroo"", ""loon"", ""great crested newt"", ""poison dart frog""]",4,0,"Mammals have hair or fur and feed their young milk.
Mammals are warm-blooded. Warm-blooded animals can control their body temperature.
A koala is an example of a mammal.","Birds, mammals, fish, reptiles, and amphibians are groups of animals. Scientists sort animals into each group based on traits they have in common. This process is called classification.
Classification helps scientists learn about how animals live. Classification also helps scientists compare similar animals.","A kangaroo is a mammal. It has fur and feeds its young milk.
Kangaroos hop to move around. They use their large tails for balance while hopping.
A loon is a bird. It has feathers, two wings, and a beak.
Loons usually live near lakes. They dive in the water to hunt for food.
A great crested newt is an amphibian. It has moist skin and begins its life in water.
Some newts live in water. Other newts live on land but lay their eggs in water.
A poison dart frog is an amphibian. It has moist skin and begins its life in water.
Poison dart frogs come in many bright colors. Their bright color warns other animals that these frogs are poisonous.",closed choice,grade4,natural science,biology,Classification,"Identify mammals, birds, fish, reptiles, and amphibians"
train_07313,images/train/train_07313.png,Which better describes the Kibale National Forest ecosystem?,"[""It has cold winters. It also has soil that is rich in nutrients."", ""It has year-round rain. It also has soil that is poor in nutrients.""]",2,1,"Figure: Kibale National Forest.
Kibale National Forest is a tropical rain forest ecosystem in Uganda, a country in eastern Africa.","An environment includes all of the biotic, or living, and abiotic, or nonliving, things in an area. An ecosystem is created by the relationships that form among the biotic and abiotic parts of an environment.
There are many different types of terrestrial, or land-based, ecosystems. Here are some ways in which terrestrial ecosystems can differ from each other:
the pattern of weather, or climate
the type of soil
the organisms that live there","A tropical rain forest is a type of ecosystem. Tropical rain forests have the following features: year-round rain and warm temperatures, soil that is poor in nutrients, and many different types of organisms. So, Kibale National Forest has year-round rain. It also has soil that is poor in nutrients.",closed choice,grade4,natural science,biology,Ecosystems,Describe ecosystems
train_05056,images/train/train_05056.png,Which is the main persuasive appeal used in this ad?,"[""pathos (emotion)"", ""logos (reason)"", ""ethos (character)""]",3,0,,"The purpose of an advertisement is to persuade people to do something. To accomplish this purpose, advertisements use three types of persuasive strategies, or appeals:
Appeals to ethos, or character, show that the writer or speaker is trustworthy or is an authority on a subject. An ad that appeals to ethos might do one of the following:
say that a brand has been trusted for many years
note that a brand is recommended by a respected organization or celebrity
include a quote from a ""real person"" who shares the audience's values
Appeals to logos, or reason, use logic and specific evidence. An ad that appeals to logos might do one of the following:
use graphs or charts to display information
mention the results of scientific studies
explain the science behind a product or service
Appeals to pathos, or emotion, use feelings rather than facts to persuade the audience. An ad that appeals to pathos might do one of the following:
trigger a fear, such as the fear of embarrassment
appeal to a desire, such as the desire to appear attractive
link the product to a positive feeling, such as adventure, love, or luxury","The ad appeals to pathos, or emotion. It links the product to feelings of belonging and family love.",closed choice,grade7,language science,writing-strategies,Persuasive strategies,"Identify appeals to ethos, pathos, and logos in advertisements"
train_12372,images/train/train_12372.png,"Complete the sentence.
The mutation in the () affected the structure and function of the ().","[""ULTRAPETALA1 protein . . . ULT1 gene"", ""ULT1 gene . . . ULTRAPETALA1 protein""]",2,1,"The following passage describes the effects of a gene mutation, which is a permanent change in a gene. Read the passage and then follow the instructions below.

Some plant proteins control how flowers grow and develop. In Arabidopsis thaliana (A. thaliana) plants, one of these proteins is called ULTRAPETALA1. The ULTRAPETALA1 protein is encoded by the ULT1 gene.
The ULTRAPETALA1 protein allows only a specific number of cells in the growing flower bud to divide and form petals. This results in A. thaliana flowers with four petals.
A certain A. thaliana plant had a mutation in the ULT1 gene that caused the plant to have flowers with six petals instead of four. Compared to the ULT1 gene without a mutation, the mutated ULT1 gene encoded a form of the ULTRAPETALA1 protein with a different structure.
This different form of the ULTRAPETALA1 protein allowed more cells than normal to grow and form petals.
Figure: an A. thaliana flower with four petals.","An organism's genes contain information about its proteins. Each gene encodes, or contains the instructions for making, one protein or a group of proteins.
A permanent change in a gene is called a mutation. Because a mutation changes a gene, the mutation may change the structure of the protein encoded by that gene.
The function of a protein depends on its structure. So, if a mutation in a gene changes a protein's structure, the mutation may also change the protein's function.
An organism's observable traits are affected by the functions of its proteins. So, a gene mutation that affects a protein's function may also affect an organism's observable traits.","A mutation in a gene may affect the protein it encodes.
So, the mutation in the ULT1 gene affected the structure and function of the ULTRAPETALA1 protein.",closed choice,grade6,natural science,biology,Genes to traits,Describe the effects of gene mutations on organisms
train_11476,images/train/train_11476.png,"Is ethyl alcohol a solid, a liquid, or a gas?","[""a solid"", ""a gas"", ""a liquid""]",3,2,,"Solid, liquid, and gas are states of matter. Matter is anything that takes up space. Matter can come in different states, or forms.
When matter is a solid, it has a definite volume and a definite shape. So, a solid has a size and shape of its own.
Some solids can be easily folded, bent, or broken. A piece of paper is a solid. Also, some solids are very small. A grain of sand is a solid.
When matter is a liquid, it has a definite volume but not a definite shape. So, a liquid has a size of its own, but it does not have a shape of its own. Think about pouring juice from a bottle into a cup. The juice still takes up the same amount of space, but it takes the shape of the bottle.
Some liquids are thicker than others. Honey and milk are both liquids. But pouring honey takes more time than pouring milk.
When matter is a gas, it does not have a definite volume or a definite shape. A gas expands, or gets bigger, until it completely fills a space. A gas can also get smaller if it is squeezed into a smaller space.
Many gases are invisible. The oxygen you breathe is a gas. The helium in a balloon is also a gas.","Ethyl alcohol is a liquid you can use to clean things. If you pour ethyl alcohol into a different container, the ethyl alcohol will take the shape of that container. But the ethyl alcohol will still take up the same amount of space.",closed choice,grade4,natural science,physics,States of matter,"Identify and sort solids, liquids, and gases"
train_11049,images/train/train_11049.png,Select the amphibian below.,"[""fruit bat"", ""fire salamander"", ""box turtle"", ""gharial""]",4,1,"Amphibians have moist skin and begin their lives in water.
Amphibians are cold-blooded. The body temperature of cold-blooded animals depends on their environment.
A cane toad is an example of an amphibian.","Birds, mammals, fish, reptiles, and amphibians are groups of animals. Scientists sort animals into each group based on traits they have in common. This process is called classification.
Classification helps scientists learn about how animals live. Classification also helps scientists compare similar animals.","A fire salamander is an amphibian. It has moist skin and begins its life in water.
Fire salamanders can release poison from their skin. This poison helps protect them from predators.
A gharial is a reptile. It has scaly, waterproof skin.
Gharials are a type of crocodile. Gharials live near rivers and eat fish.
A box turtle is a reptile. It has scaly, waterproof skin.
Box turtles can live to be over 100 years old!
A fruit bat is a mammal. It has hair and feeds its young milk.
Fruit bats eat fruit and drink nectar from flowers. They have special teeth to help them bite through fruit skins.",closed choice,grade4,natural science,biology,Classification,"Identify mammals, birds, fish, reptiles, and amphibians"
train_10483,images/train/train_10483.png,Which better describes the Steigerwald Forest ecosystem?,"[""It has cold, wet winters. It also has soil that is poor in nutrients."", ""It has soil that is rich in nutrients. It also has only a few types of trees.""]",2,1,"Figure: Steigerwald Forest.
The Steigerwald Forest is a temperate deciduous forest ecosystem in Bavaria, a state in southern Germany.","An ecosystem is formed when living and nonliving things interact in an environment. There are many types of ecosystems. Here are some ways in which ecosystems can differ from each other:
the pattern of weather, or climate
the type of soil or water
the organisms that live there","A temperate deciduous forest is a type of ecosystem. Temperate deciduous forests have the following features: warm, wet summers and cold, wet winters, soil that is rich in nutrients, and only a few types of trees. So, the Steigerwald Forest has soil that is rich in nutrients. It also has only a few types of trees.",closed choice,grade3,natural science,biology,Ecosystems,Describe ecosystems
train_02138,images/train/train_02138.png,Select the amphibian below.,"[""arroyo toad"", ""clownfish"", ""blue-footed booby"", ""sea otter""]",4,0,"Amphibians have moist skin and begin their lives in water.
Amphibians are cold-blooded. The body temperature of cold-blooded animals depends on their environment.
A red-spotted newt is an example of an amphibian.","Birds, mammals, fish, reptiles, and amphibians are groups of animals. Scientists sort animals into each group based on traits they have in common. This process is called classification.
Classification helps scientists learn about how animals live. Classification also helps scientists compare similar animals.","A blue-footed booby is a bird. It has feathers, two wings, and a beak.
Blue-footed boobies live on tropical islands in the Pacific Ocean.
A sea otter is a mammal. It has fur and feeds its young milk.
Sea otters have very thick fur. Their fur keeps them warm in cold water.
An arroyo toad is an amphibian. It has moist skin and begins its life in water.
Toads do not have teeth! They swallow their food whole.
A clownfish is a fish. It lives underwater. It has fins, not limbs.
Clownfish live with animals called anemones. In the image of the clownfish, you can see the green anemone behind the clownfish.",closed choice,grade4,natural science,biology,Classification,"Identify mammals, birds, fish, reptiles, and amphibians"
train_03745,images/train/train_03745.png,Which part of the peach tree do we usually eat?,"[""the stem"", ""the root"", ""the fruit""]",3,2,People use peach trees for food. We usually eat the part of this plant that contains the seeds. It grows from a pollinated flower.,"The fruits and vegetables we eat are parts of plants! Plants are made up of different structures. The different structures carry out important functions.
The roots take in water and nutrients from the soil. They also hold the plant in place in the soil.
The stem supports the plant. It carries food, water, and nutrients through the plant.
The leaves are where most of the plant's photosynthesis happens. Photosynthesis is the process plants use to turn water, sunlight, and carbon dioxide into food.
After they are pollinated, the flowers make seeds and fruit.
The fruit contain the seeds. Each fruit grows from a pollinated flower.
The seeds can grow into a new plant. Germination is when a seed begins to grow.",The part of the peach tree we usually eat is the fruit. It contains the seeds.,closed choice,grade4,natural science,biology,Plants,Classify fruits and vegetables as plant parts
train_08533,images/train/train_08533.png,Select the organism in the same genus as the mountain zebra.,"[""Equus zebra"", ""Macropus giganteus"", ""Camelus bactrianus""]",3,0,This organism is a mountain zebra. Its scientific name is Equus zebra.,"Scientists use scientific names to identify organisms. Scientific names are made of two words.
The first word in an organism's scientific name tells you the organism's genus. A genus is a group of organisms that share many traits.
A genus is made up of one or more species. A species is a group of very similar organisms. The second word in an organism's scientific name tells you its species within its genus.
Together, the two parts of an organism's scientific name identify its species. For example Ursus maritimus and Ursus americanus are two species of bears. They are part of the same genus, Ursus. But they are different species within the genus. Ursus maritimus has the species name maritimus. Ursus americanus has the species name americanus.
Both bears have small round ears and sharp claws. But Ursus maritimus has white fur and Ursus americanus has black fur.
","A mountain zebra's scientific name is Equus zebra. The first word of its scientific name is Equus.
This organism and the mountain zebra are in the same genus and the same species! Both organisms have the same scientific name, Equus zebra.
Macropus giganteus is in the genus Macropus. The first word of its scientific name is Macropus. So, Macropus giganteus and Equus zebra are not in the same genus.
Camelus bactrianus is in the genus Camelus. The first word of its scientific name is Camelus. So, Camelus bactrianus and Equus zebra are not in the same genus.",closed choice,grade5,natural science,biology,Scientific names,Use scientific names to classify organisms
train_09113,images/train/train_09113.png,Which statement describes the Taklamakan Desert ecosystem?,"[""It has dry, thin soil."", ""It has warm summers and mild winters."", ""It has a medium amount of rain.""]",3,0,"Figure: Taklamakan Desert.
The Taklamakan Desert is a cold desert ecosystem in northwestern China. Towns in this desert were stops along the Silk Road, a historical trade route between China and eastern Europe.","An environment includes all of the biotic, or living, and abiotic, or nonliving, things in an area. An ecosystem is created by the relationships that form among the biotic and abiotic parts of an environment.
There are many different types of terrestrial, or land-based, ecosystems. Here are some ways in which terrestrial ecosystems can differ from each other:
the pattern of weather, or climate
the type of soil
the organisms that live there","A cold desert is a type of ecosystem. Cold deserts have the following features: a small amount of rain or snow, dry, thin soil, and long, cold winters. So, the following statement describes the Taklamakan Desert ecosystem: a small amount of rain or snow, dry, thin soil, and long, cold winters. It has dry, thin soil. The following statements do not describe the Taklamakan Desert: a small amount of rain or snow, dry, thin soil, and long, cold winters. It has warm summers and mild winters. It has a medium amount of rain.",closed choice,grade8,natural science,biology,Ecosystems,Describe ecosystems
train_01967,images/train/train_01967.png,Which statement describes the Tibetan Plateau ecosystem?,"[""It has dry, thin soil that is rich in nutrients."", ""It has many evergreen trees."", ""It has mostly small plants.""]",3,2,"Figure: Tibetan Plateau.
The Tibetan Plateau is a tundra ecosystem located in Tibet, western China, and northern India. The plateau is over 14,800 feet high and is surrounded by many mountain ranges.","An environment includes all of the biotic, or living, and abiotic, or nonliving, things in an area. An ecosystem is created by the relationships that form among the biotic and abiotic parts of an environment.
There are many different types of terrestrial, or land-based, ecosystems. Here are some ways in which terrestrial ecosystems can differ from each other:
the pattern of weather, or climate
the type of soil
the organisms that live there","A tundra is a type of ecosystem. Tundras have the following features: long, cold winters and short, cold summers, soil that is frozen year-round, and mostly small plants. So, the following statement describes the Tibetan Plateau ecosystem: long, cold winters and short, cold summers, soil that is frozen year-round, and mostly small plants. It has mostly small plants. The following statements do not describe the Tibetan Plateau: long, cold winters and short, cold summers, soil that is frozen year-round, and mostly small plants. It has many evergreen trees. It has dry, thin soil that is rich in nutrients.",closed choice,grade5,natural science,biology,Ecosystems,Describe ecosystems
train_05655,images/train/train_05655.png,Select the fish below.,"[""bull shark"", ""Hermann's tortoise"", ""olive toad"", ""horned frog""]",4,0,"Fish live underwater. They have fins, not limbs.
Fish are cold-blooded. The body temperature of cold-blooded animals depends on their environment.
A goldfish is an example of a fish.","Birds, mammals, fish, reptiles, and amphibians are groups of animals. Scientists sort animals into each group based on traits they have in common. This process is called classification.
Classification helps scientists learn about how animals live. Classification also helps scientists compare similar animals.","A bull shark is a fish. It lives underwater. It has fins, not limbs.
Bull sharks can live in both fresh and salt water. They are found in rivers and in shallow parts of the ocean.
An olive toad is an amphibian. It has moist skin and begins its life in water.
Toads do not have teeth! They swallow their food whole.
A horned frog is an amphibian. It has moist skin and begins its life in water.
Frogs live near water or in damp places. Most frogs lay their eggs in water.
A Hermann's tortoise is a reptile. It has scaly, waterproof skin.
A tortoise's shell protects it from predators. When a tortoise feels threatened, it can pull its head and legs inside its shell.",closed choice,grade4,natural science,biology,Classification,"Identify mammals, birds, fish, reptiles, and amphibians"
train_12214,images/train/train_12214.png,Which statement describes the Sonoran Desert ecosystem?,"[""It has thick, moist soil."", ""It has warm, wet summers."", ""It has a small amount of rain.""]",3,2,"Figure: Sonoran Desert.
The Sonoran Desert is a hot desert ecosystem in the southwestern United States and northwestern Mexico. This desert is home to wild saguaro cactus, which can grow over 70 feet tall.","An environment includes all of the biotic, or living, and abiotic, or nonliving, things in an area. An ecosystem is created by the relationships that form among the biotic and abiotic parts of an environment.
There are many different types of terrestrial, or land-based, ecosystems. Here are some ways in which terrestrial ecosystems can differ from each other:
the pattern of weather, or climate
the type of soil
the organisms that live there","A hot desert is a type of ecosystem. Hot deserts have the following features: a small amount of rain, dry, thin soil, and many different types of organisms. So, the following statement describes the Sonoran Desert ecosystem: a small amount of rain, dry, thin soil, and many different types of organisms. It has a small amount of rain. The following statements do not describe the Sonoran Desert: a small amount of rain, dry, thin soil, and many different types of organisms. It has warm, wet summers. It has thick, moist soil.",closed choice,grade8,natural science,biology,Ecosystems,Describe ecosystems
train_04940,images/train/train_04940.png,Select the organism in the same genus as the spot-billed pelican.,"[""Falco novaeseelandiae"", ""Strix uralensis"", ""Pelecanus crispus""]",3,2,This organism is a spot-billed pelican. Its scientific name is Pelecanus philippensis.,"Scientists use scientific names to identify organisms. Scientific names are made of two words.
The first word in an organism's scientific name tells you the organism's genus. A genus is a group of organisms that share many traits.
A genus is made up of one or more species. A species is a group of very similar organisms. The second word in an organism's scientific name tells you its species within its genus.
Together, the two parts of an organism's scientific name identify its species. For example Ursus maritimus and Ursus americanus are two species of bears. They are part of the same genus, Ursus. But they are different species within the genus. Ursus maritimus has the species name maritimus. Ursus americanus has the species name americanus.
Both bears have small round ears and sharp claws. But Ursus maritimus has white fur and Ursus americanus has black fur.
","A spot-billed pelican's scientific name is Pelecanus philippensis. The first word of its scientific name is Pelecanus.
Pelecanus crispus is in the genus Pelecanus. The first word of its scientific name is Pelecanus. So, Pelecanus crispus and Pelecanus philippensis are in the same genus.
Falco novaeseelandiae is in the genus Falco. The first word of its scientific name is Falco. So, Falco novaeseelandiae and Pelecanus philippensis are not in the same genus.
Strix uralensis is in the genus Strix. The first word of its scientific name is Strix. So, Strix uralensis and Pelecanus philippensis are not in the same genus.",closed choice,grade8,natural science,biology,Classification and scientific names,Use scientific names to classify organisms
train_08177,images/train/train_08177.png,Select the fish below.,"[""toco toucan"", ""flamingo"", ""Banggai cardinalfish"", ""loon""]",4,2,"Fish live underwater. They have fins, not limbs.
Fish are cold-blooded. The body temperature of cold-blooded animals depends on their environment.
A piranha is an example of a fish.","Birds, mammals, fish, reptiles, and amphibians are groups of animals. Scientists sort animals into each group based on traits they have in common. This process is called classification.
Classification helps scientists learn about how animals live. Classification also helps scientists compare similar animals.","A loon is a bird. It has feathers, two wings, and a beak.
Loons usually live near lakes. They dive in the water to hunt for food.
A toco toucan is a bird. It has feathers, two wings, and a beak.
Toucans have large beaks. A toucan's beak can be half as long as its body.
A flamingo is a bird. It has feathers, two wings, and a beak.
Flamingos live in large groups. These groups are called flocks.
A Banggai cardinalfish is a fish. It lives underwater. It has fins, not limbs.
Cardinalfish often live near coral reefs. They are nocturnal, which means that they are active mostly at night.",closed choice,grade4,natural science,biology,Classification,"Identify mammals, birds, fish, reptiles, and amphibians"
train_01840,images/train/train_01840.png,Select the fish below.,"[""American bullfrog"", ""whale shark"", ""sea turtle"", ""yak""]",4,1,"Fish live underwater. They have fins, not limbs.
Fish are cold-blooded. The body temperature of cold-blooded animals depends on their environment.
A clownfish is an example of a fish.","Birds, mammals, fish, reptiles, and amphibians are groups of animals. Scientists sort animals into each group based on traits they have in common. This process is called classification.
Classification helps scientists learn about how animals live. Classification also helps scientists compare similar animals.","An American bullfrog is an amphibian. It has moist skin and begins its life in water.
Frogs live near water or in damp places. Most frogs lay their eggs in water.
A yak is a mammal. It has hair and feeds its young milk.
Yaks live in cold places. Their long hair helps keep them warm.
A sea turtle is a reptile. It has scaly, waterproof skin.
Sea turtles live in the water, but they lay their eggs on land.
A whale shark is a fish. It lives underwater. It has fins, not limbs.
Whale sharks are the largest fish in the world! Adult whale sharks can weigh over 21 tons—as much as seven elephants!",closed choice,grade4,natural science,biology,Classification,"Identify mammals, birds, fish, reptiles, and amphibians"
train_06563,images/train/train_06563.png,Which statement describes the Cerrado ecosystem?,"[""It has warm summers and warm winters."", ""It has soil that is rich in nutrients."", ""It has a small amount of rain.""]",3,0,"Figure: Cerrado.
The savanna grasslands of Brazil are called the Cerrado. The Cerrado covers over one-fifth of Brazil and is home to termites, anteaters, armadillos, and other organisms.","An environment includes all of the biotic, or living, and abiotic, or nonliving, things in an area. An ecosystem is created by the relationships that form among the biotic and abiotic parts of an environment.
There are many different types of terrestrial, or land-based, ecosystems. Here are some ways in which terrestrial ecosystems can differ from each other:
the pattern of weather, or climate
the type of soil
the organisms that live there","A savanna grassland is a type of ecosystem. Savanna grasslands have the following features: warm summers and warm winters, a rainy season and a dry season, and soil that is poor in nutrients. So, the following statement describes the Cerrado ecosystem: warm summers and warm winters, a rainy season and a dry season, and soil that is poor in nutrients. It has warm summers and warm winters. The following statements do not describe the Cerrado: warm summers and warm winters, a rainy season and a dry season, and soil that is poor in nutrients. It has a small amount of rain. It has soil that is rich in nutrients.",closed choice,grade6,natural science,biology,Ecosystems,Describe ecosystems
train_06308,images/train/train_06308.png,Which better describes the Masoala National Park ecosystem?,"[""It has cold winters. It also has soil that is rich in nutrients."", ""It has year-round warm temperatures. It also has many different types of organisms.""]",2,1,"Figure: Masoala National Park.
Masoala National Park is a tropical rain forest ecosystem in northeastern Madagascar.","An environment includes all of the biotic, or living, and abiotic, or nonliving, things in an area. An ecosystem is created by the relationships that form among the biotic and abiotic parts of an environment.
There are many different types of terrestrial, or land-based, ecosystems. Here are some ways in which terrestrial ecosystems can differ from each other:
the pattern of weather, or climate
the type of soil
the organisms that live there","A tropical rain forest is a type of ecosystem. Tropical rain forests have the following features: year-round rain and warm temperatures, soil that is poor in nutrients, and many different types of organisms. So, Masoala National Park has year-round warm temperatures. It also has many different types of organisms.",closed choice,grade4,natural science,biology,Ecosystems,Describe ecosystems
train_03471,images/train/train_03471.png,Select the mammal below.,"[""brown pelican"", ""fruit bat"", ""barn owl"", ""emu""]",4,1,"Mammals have hair or fur and feed their young milk.
Mammals are warm-blooded. Warm-blooded animals can control their body temperature.
A red howler is an example of a mammal.","Birds, mammals, fish, reptiles, and amphibians are groups of animals. Scientists sort animals into each group based on traits they have in common. This process is called classification.
Classification helps scientists learn about how animals live. Classification also helps scientists compare similar animals.","A fruit bat is a mammal. It has hair and feeds its young milk.
Fruit bats eat fruit and drink nectar from flowers. They have special teeth to help them bite through fruit skins.
An emu is a bird. It has feathers, two wings, and a beak.
Emus cannot fly, but they can run very fast. They run to avoid predators.
A barn owl is a bird. It has feathers, two wings, and a beak.
Barn owls live on every continent except Antarctica.
A brown pelican is a bird. It has feathers, two wings, and a beak.
Brown pelicans live near water. They can dive underwater to catch fish.",closed choice,grade4,natural science,biology,Classification,"Identify mammals, birds, fish, reptiles, and amphibians"
train_09956,images/train/train_09956.png,Which part of the cabbage plant do we usually eat?,"[""the leaves"", ""the flowers"", ""the fruit""]",3,0,People use cabbage plants for food. Photosynthesis makes food for the plant. We usually eat the part of the plant that does most of the photosynthesis.,"The fruits and vegetables we eat are parts of plants! Plants are made up of different structures. The different structures carry out important functions.
The roots take in water and nutrients from the soil. They also hold the plant in place in the soil.
The stem supports the plant. It carries food, water, and nutrients through the plant.
The leaves are where most of the plant's photosynthesis happens. Photosynthesis is the process plants use to turn water, sunlight, and carbon dioxide into food.
After they are pollinated, the flowers make seeds and fruit.
The fruit contain the seeds. Each fruit grows from a pollinated flower.
The seeds can grow into a new plant. Germination is when a seed begins to grow.",The part of the cabbage plant we usually eat is the leaves. They do most of the photosynthesis to make food for the plant.,closed choice,grade4,natural science,biology,Plants,Classify fruits and vegetables as plant parts
